#  

#      WAVELENGTH      THROUGHPUT
#       angstroms                
5888.99 0.1672500663
5889.63 0.1668851998
5890.29 0.1665979643
5890.93 0.1664176147
5891.59 0.1662357370
5892.24 0.1660539252
5892.89 0.1658738851
5893.54 0.1656919027
5894.19 0.1655107563
5894.84 0.1653295658
5895.49 0.1651480285
5896.14 0.1649664470
5896.80 0.1647843255
5897.44 0.1646036755
5898.10 0.1644210520
5898.74 0.1642399830
5899.40 0.1640571327
5900.05 0.1638622858
5900.70 0.1635152043
5901.35 0.1631659164
5902.00 0.1628198054
5902.66 0.1624698306
5903.31 0.1621200781
5903.96 0.1617715151
5904.61 0.1614233964
5905.27 0.1610751136
5905.92 0.1607263913
5906.57 0.1603775048
5907.22 0.1600287584
5907.88 0.1596775801
5908.53 0.1593301385
5909.18 0.1589792396
5909.83 0.1586300586
5910.48 0.1583879719
5911.14 0.1581831056
5911.79 0.1579784382
5912.44 0.1577723368
5913.10 0.1575671284
5913.75 0.1573618442
5914.41 0.1571556211
5915.06 0.1569503757
5915.71 0.1567449440
5916.36 0.1565392682
5917.02 0.1563335431
5917.67 0.1561272943
5918.32 0.1559224992
5918.98 0.1557151548
5919.63 0.1555104831
5920.29 0.1552681679
5920.94 0.1549826216
5921.59 0.1546945322
5922.25 0.1544076007
5922.90 0.1541204913
5923.56 0.1538314494
5924.21 0.1535440945
5924.86 0.1532568093
5925.52 0.1529675385
5926.17 0.1526811245
5926.83 0.1523917442
5927.49 0.1521021593
5928.14 0.1518154590
5928.79 0.1515257389
5929.45 0.1512373424
5930.10 0.1509775944
5930.76 0.1508720523
5931.41 0.1507665087
5932.07 0.1506609127
5932.72 0.1505552041
5933.38 0.1504488783
5934.03 0.1503434584
5934.69 0.1502373004
5935.34 0.1501314836
5936.00 0.1500255287
5936.66 0.1499193145
5937.31 0.1498141186
5937.97 0.1497077138
5938.62 0.1496015396
5939.28 0.1494947721
5939.94 0.1493889882
5940.59 0.1492090538
5941.25 0.1490213796
5941.90 0.1488336854
5942.56 0.1486457237
5943.21 0.1484576919
5943.87 0.1482700850
5944.53 0.1480810616
5945.18 0.1478937346
5945.84 0.1477048431
5946.50 0.1475164128
5947.15 0.1473278012
5947.81 0.1471386621
5948.47 0.1469499846
5949.13 0.1467613485
5949.78 0.1465728900
5950.44 0.1463280669
5951.10 0.1460538598
5951.76 0.1457816065
5952.41 0.1455088929
5953.07 0.1452347160
5953.73 0.1449630897
5954.38 0.1446898261
5955.04 0.1444167215
5955.70 0.1441418668
5956.36 0.1438684114
5957.02 0.1435946692
5957.67 0.1433211975
5958.33 0.1430472401
5958.99 0.1427719524
5959.65 0.1424978427
5960.31 0.1422929570
5960.96 0.1421676683
5961.62 0.1420419023
5962.28 0.1419155070
5962.94 0.1417891917
5963.60 0.1416639300
5964.26 0.1415375520
5964.92 0.1414117412
5965.58 0.1412858992
5966.23 0.1411604015
5966.89 0.1410335868
5967.55 0.1409074277
5968.21 0.1407812610
5968.87 0.1406545752
5969.53 0.1405289218
5970.19 0.1404254111
5970.85 0.1403807284
5971.51 0.1403355029
5972.17 0.1402905288
5972.82 0.1402454295
5973.49 0.1402003873
5974.15 0.1401553731
5974.81 0.1401099921
5975.47 0.1400648393
5976.13 0.1400198084
5976.79 0.1399746288
5977.45 0.1399295712
5978.11 0.1398845887
5978.77 0.1398395043
5979.43 0.1397942947
5980.09 0.1397433227
5980.75 0.1396582844
5981.41 0.1395725805
5982.07 0.1394876099
5982.73 0.1394017494
5983.39 0.1393155538
5984.05 0.1392300687
5984.71 0.1391435810
5985.37 0.1390575843
5986.03 0.1389714299
5986.70 0.1388846738
5987.36 0.1387983625
5988.02 0.1387118510
5988.68 0.1386245789
5989.34 0.1385383549
5990.00 0.1384518649
5990.66 0.1384064946
5991.33 0.1383608440
5991.99 0.1383154469
5992.65 0.1382699244
5993.31 0.1382245666
5993.97 0.1381788620
5994.64 0.1381330549
5995.30 0.1380877029
5995.96 0.1380421363
5996.62 0.1379966684
5997.28 0.1379510749
5997.95 0.1379053125
5998.61 0.1378594243
5999.27 0.1378139230
5999.94 0.1377679185
6000.60 0.1374893676
6001.26 0.1371862699
6001.92 0.1368849429
6002.59 0.1365803132
6003.25 0.1362770276
6003.91 0.1359735594
6004.57 0.1356702229
6005.24 0.1353663893
6005.90 0.1350612940
6006.56 0.1347587132
6007.23 0.1344532743
6007.89 0.1341492712
6008.55 0.1338449730
6009.22 0.1335394340
6009.88 0.1332352195
6010.55 0.1329663868
6011.21 0.1327040600
6011.88 0.1324430683
6012.54 0.1321817002
6013.21 0.1319189866
6013.87 0.1316587592
6014.53 0.1313973208
6015.19 0.1311357996
6015.86 0.1308728412
6016.52 0.1306123931
6017.19 0.1303493121
6017.85 0.1300885174
6018.52 0.1298251103
6019.18 0.1295630197
6019.85 0.1293005301
6020.51 0.1287696807
6021.18 0.1281612599
6021.84 0.1275526804
6022.51 0.1269412303
6023.17 0.1263322627
6023.84 0.1257228404
6024.51 0.1251104117
6025.17 0.1245010517
6025.83 0.1238940655
6026.50 0.1232841133
6027.17 0.1226707932
6027.83 0.1220633037
6028.50 0.1214494812
6029.16 0.1208383003
6029.83 0.1202274127
6030.49 0.1196208420
6031.16 0.1190082916
6031.83 0.1183957153
6032.50 0.1177826615
6033.16 0.1171757681
6033.82 0.1165654286
6034.50 0.1159487431
6035.16 0.1153407803
6035.83 0.1147266959
6036.49 0.1141186849
6037.16 0.1135042109
6037.83 0.1128923327
6038.49 0.1122800301
6039.16 0.1116707703
6039.83 0.1110556862
6040.49 0.1102500500
6041.16 0.1093755217
6041.83 0.1084972900
6042.49 0.1076275673
6043.16 0.1067479250
6043.83 0.1058686278
6044.50 0.1049931303
6045.16 0.1041218878
6045.83 0.1032451851
6046.50 0.1023643090
6047.17 0.1014876662
6047.84 0.1006101650
6048.51 0.0997280347
6049.17 0.0988507802
6049.84 0.0979717723
6050.51 0.0969545276
6051.18 0.0959064040
6051.85 0.0948519047
6052.51 0.0937969777
6053.18 0.0927371605
6053.85 0.0916817395
6054.52 0.0906261172
6055.19 0.0895647746
6055.86 0.0885076609
6056.53 0.0874503603
6057.19 0.0863981851
6057.86 0.0853357039
6058.53 0.0842775152
6059.20 0.0832183309
6059.87 0.0821543020
6060.54 0.0810780847
6061.21 0.0799967413
6061.88 0.0789095812
6062.55 0.0778275738
6063.22 0.0767508587
6063.89 0.0756683937
6064.56 0.0745799711
6065.23 0.0734960368
6065.90 0.0724118266
6066.57 0.0713226087
6067.24 0.0702378476
6067.91 0.0691519596
6068.58 0.0680610259
6069.25 0.0669808562
6069.92 0.0658940740
6070.59 0.0649225131
6071.26 0.0639619008
6071.93 0.0630060090
6072.60 0.0620496774
6073.27 0.0610882082
6073.94 0.0601307003
6074.61 0.0591736844
6075.28 0.0582205768
6075.96 0.0572573757
6076.63 0.0562987665
6077.30 0.0553392259
6077.97 0.0543752905
6078.64 0.0534152883
6079.31 0.0524556784
6079.99 0.0514902094
6080.66 0.0506362089
6081.33 0.0497878776
6082.00 0.0489356157
6082.67 0.0480788628
6083.34 0.0472255725
6084.01 0.0463720550
6084.69 0.0455140131
6085.36 0.0446601495
6086.03 0.0438061118
6086.71 0.0429475505
6087.38 0.0420967644
6088.05 0.0412413264
6088.72 0.0403858764
6089.39 0.0395258641
6090.06 0.0386906774
6090.74 0.0380471353
6091.41 0.0373997359
6092.09 0.0367558957
6092.76 0.0361113653
6093.43 0.0354700039
6094.10 0.0348219151
6094.77 0.0341768869
6095.45 0.0335312078
6096.12 0.0328825609
6096.80 0.0322365146
6097.47 0.0315903361
6098.15 0.0309406859
6098.81 0.0302973158
6099.49 0.0296505816
6100.16 0.0290370530
6100.84 0.0285291151
6101.51 0.0280232081
6102.18 0.0275171705
6102.86 0.0270084026
6103.53 0.0265020940
6104.21 0.0259952844
6104.88 0.0254861201
6105.56 0.0249816092
6106.23 0.0244743593
6106.90 0.0239669700
6107.58 0.0234568815
6108.25 0.0229492095
6108.93 0.0224414287
6109.60 0.0219305428
6110.28 0.0214845451
6110.95 0.0211223503
6111.62 0.0207600670
6112.30 0.0203958569
6112.98 0.0200334122
6113.65 0.0196706549
6114.33 0.0193062051
6115.00 0.0189432095
6115.68 0.0185801676
6116.36 0.0182151884
6117.03 0.0178538047
6117.70 0.0174902263
6118.38 0.0171265757
6119.06 0.0167612496
6119.73 0.0163974030
6120.41 0.0160862319
6121.09 0.0158081919
6121.76 0.0155327007
6122.44 0.0152545144
6123.11 0.0149788434
6123.79 0.0147002725
6124.46 0.0144232345
6125.14 0.0141457270
6125.82 0.0138669473
6126.50 0.0135894860
6127.17 0.0133117452
6127.85 0.0130327223
6128.52 0.0127562280
6129.20 0.0124782451
6129.88 0.0121999731
6130.56 0.0119809337
6131.23 0.0117762483
6131.91 0.0115713818
6132.59 0.0113654343
6133.26 0.0111615079
6133.94 0.0109554633
6134.62 0.0107493676
6135.30 0.0105453052
6135.97 0.0103400332
6136.65 0.0101346836
6137.33 0.0099282577
6138.01 0.0097228282
6138.69 0.0095173478
6139.37 0.0093107907
6140.04 0.0091091543
6140.72 0.0089524022
6141.40 0.0087970637
6142.08 0.0086401104
6142.76 0.0084838967
6143.43 0.0083276382
6144.11 0.0081704397
6144.79 0.0080140966
6145.47 0.0078575913
6146.15 0.0077002557
6146.83 0.0075444672
6147.51 0.0073878415
6148.18 0.0072311743
6148.87 0.0070735713
6149.54 0.0069168147
6150.22 0.0067754397
6150.90 0.0066653100
6151.58 0.0065562499
6152.26 0.0064460587
6152.94 0.0063357552
6153.62 0.0062266073
6154.30 0.0061167967
6154.98 0.0060069604
6155.66 0.0058965337
6156.34 0.0057866303
6157.02 0.0056766964
6157.70 0.0055661094
6158.38 0.0054566673
6159.06 0.0053460044
6159.74 0.0052364201
6160.42 0.0051438582
6161.10 0.0050629917
6161.78 0.0049820345
6162.46 0.0049007193
6163.14 0.0048197365
6163.82 0.0047387265
6164.51 0.0046572965
6165.19 0.0045766612
6165.86 0.0044955880
6166.55 0.0044144448
6167.23 0.0043329333
6167.91 0.0042517489
6168.59 0.0041705459
6169.27 0.0040889153
6169.95 0.0040080847
6170.64 0.0039459419
6171.32 0.0038853213
6172.00 0.0038252504
6172.68 0.0037648574
6173.36 0.0037044475
6174.05 0.0036437169
6174.73 0.0035832708
6175.41 0.0035227668
6176.09 0.0034619847
6176.77 0.0034017526
6177.46 0.0033408931
6178.13 0.0032806234
6178.82 0.0032197323
6179.50 0.0031590839
6180.18 0.0031107262
6180.87 0.0030957976
6181.55 0.0030810061
6182.23 0.0030660592
6182.91 0.0030511865
6183.60 0.0030363089
6184.28 0.0030214141
6184.96 0.0030065117
6185.65 0.0029915502
6186.33 0.0029766457
6187.01 0.0029617333
6187.70 0.0029467367
6188.38 0.0029318943
6189.06 0.0029168879
6189.75 0.0029019631
6190.43 0.0028870164
6191.11 0.0028720617
6191.80 0.0028571025
6192.48 0.0028420537
6193.16 0.0028271617
6193.85 0.0028121049
6194.53 0.0027971183
6195.22 0.0027821276
6195.90 0.0027670571
6196.59 0.0027521344
6197.27 0.0027370583
6197.96 0.0027220448
6198.64 0.0027070267
6199.33 0.0026919381
6200.01 0.0026768146
6200.70 0.0026489906
6201.38 0.0026213002
6202.06 0.0025935829
6202.75 0.0025658736
6203.43 0.0025381381
6204.12 0.0025102540
6204.80 0.0024826407
6205.49 0.0024547442
6206.18 0.0024268197
6206.86 0.0023991833
6207.55 0.0023712414
6208.23 0.0023434292
6208.92 0.0023156108
6209.60 0.0022877842
6210.29 0.0022599046
6210.98 0.0022318668
6211.66 0.0022040783
6212.35 0.0021760059
6213.04 0.0021479261
6213.72 0.0021201178
6214.41 0.0020920267
6215.09 0.0020642084
6215.78 0.0020360826
6216.46 0.0020082301
6217.15 0.0019800919
6217.84 0.0019519465
6218.52 0.0019240751
6219.21 0.0018959171
6219.90 0.0018678739
6220.59 0.0018398224
6221.27 0.0018117842
6221.96 0.0017837176
6222.65 0.0017554879
6223.33 0.0017275501
6224.02 0.0016993273
6224.71 0.0016710749
6225.40 0.0016430977
6226.09 0.0016148351
6226.77 0.0015867029
6227.46 0.0015585645
6228.15 0.0015305624
6228.84 0.0015022551
6229.53 0.0014739392
6230.21 0.0014459010
6230.90 0.0014175876
6231.59 0.0013892645
6232.28 0.0013612145
6232.97 0.0013329994
6233.65 0.0013047977
6234.34 0.0012764298
6235.03 0.0012483340
6235.72 0.0012199511
6236.41 0.0011915582
6237.10 0.0011634203
