11060	0
11080	0
11100	0
11120	0
11140	0
11160	0
11180	0
11200	0
11220	0
11240	0
11260	6.9329977e-05
11280	9.8216342e-05
11300	0.00012821235
11320	0.00014087509
11340	0.00013321785
11360	0.00012058142
11380	0.00011296012
11400	0.00011287774
11420	0.00012197004
11440	0.00014206718
11460	0.00017856317
11480	0.00024178392
11500	0.0003526336
11520	0.00055643399
11540	0.0009501678
11560	0.0017665862
11580	0.003617754
11600	0.008213484
11620	0.020964795
11640	0.060151381
11660	0.17887205
11680	0.40570211
11700	0.54152555
11720	0.55911525
11740	0.55843843
11760	0.56112184
11780	0.56126947
11800	0.56240936
11820	0.56202084
11840	0.56274109
11860	0.56331708
11880	0.56284608
11900	0.56287198
11920	0.5645942
11940	0.56640243
11960	0.56836244
11980	0.57018233
12000	0.5713813
12020	0.57116486
12040	0.57121182
12060	0.57254413
12080	0.57426623
12100	0.57555673
12120	0.57725744
12140	0.57837488
12160	0.57939616
12180	0.57977076
12200	0.579413
12220	0.57903026
12240	0.57957412
12260	0.58025583
12280	0.5809587
12300	0.58203331
12320	0.58234862
12340	0.58254487
12360	0.58181044
12380	0.58102448
12400	0.58013746
12420	0.57954479
12440	0.57901507
12460	0.57923232
12480	0.57974836
12500	0.58057632
12520	0.58099913
12540	0.58198393
12560	0.58246149
12580	0.58215823
12600	0.58196172
12620	0.58239567
12640	0.5835266
12660	0.5841816
12680	0.58521773
12700	0.58643621
12720	0.5868574
12740	0.58645176
12760	0.58570959
12780	0.58422357
12800	0.58337159
12820	0.58361897
12840	0.58397993
12860	0.58421644
12880	0.5849902
12900	0.58481223
12920	0.58519861
12940	0.58513689
12960	0.58401179
12980	0.58282968
13000	0.58230407
13020	0.58144556
13040	0.5821927
13060	0.5827829
13080	0.58324121
13100	0.58317763
13120	0.5837265
13140	0.58280112
13160	0.58265494
13180	0.58168885
13200	0.58090021
13220	0.5804078
13240	0.5802518
13260	0.58031573
13280	0.581567
13300	0.58146821
13320	0.58208838
13340	0.58131397
13360	0.58125507
13380	0.57999843
13400	0.57976367
13420	0.57860153
13440	0.57860478
13460	0.5777727
13480	0.57756552
13500	0.57775993
13520	0.57762295
13540	0.5768336
13560	0.5750934
13580	0.57378073
13600	0.57262104
13620	0.57061844
13640	0.56850824
13660	0.56646021
13680	0.56268036
13700	0.55678091
13720	0.5465908
13740	0.53376732
13760	0.52067228
13780	0.50882945
13800	0.5015272
13820	0.49720078
13840	0.49808853
13860	0.50125553
13880	0.50642481
13900	0.51168435
13920	0.51849245
13940	0.52434113
13960	0.52958889
13980	0.53444338
14000	0.53876567
14020	0.54153945
14040	0.54480768
14060	0.54640491
14080	0.54899604
14100	0.55048402
14120	0.55231314
14140	0.55398722
14160	0.55558261
14180	0.55801246
14200	0.55908146
14220	0.5597506
14240	0.5599011
14260	0.560827
14280	0.5608237
14300	0.56014049
14320	0.5605511
14340	0.56124607
14360	0.56144252
14380	0.56217763
14400	0.56311245
14420	0.56386673
14440	0.56424861
14460	0.56411971
14480	0.56489143
14500	0.56391543
14520	0.56348687
14540	0.56320345
14560	0.56238334
14580	0.56212187
14600	0.56236022
14620	0.56183023
14640	0.562266
14660	0.56226366
14680	0.5620106
14700	0.56201286
14720	0.5615613
14740	0.56082547
14760	0.56088733
14780	0.56056578
14800	0.55986266
14820	0.55997005
14840	0.56135024
14860	0.56160346
14880	0.5614319
14900	0.56249194
14920	0.56255261
14940	0.56280119
14960	0.56308971
14980	0.56202271
15000	0.56116136
15020	0.56123462
15040	0.56051836
15060	0.5608332
15080	0.56084944
15100	0.56126542
15120	0.5615976
15140	0.56206736
15160	0.5618625
15180	0.56155533
15200	0.56048521
15220	0.56014462
15240	0.55873602
15260	0.55776904
15280	0.55721453
15300	0.55702443
15320	0.55689971
15340	0.55712725
15360	0.55769752
15380	0.55691549
15400	0.55621198
15420	0.55540284
15440	0.55457639
15460	0.55402982
15480	0.55368651
15500	0.55406184
15520	0.55434309
15540	0.55557749
15560	0.55457212
15580	0.55466843
15600	0.55422053
15620	0.55434126
15640	0.55533748
15660	0.54866448
15680	0.51515045
15700	0.4324125
15720	0.30689446
15740	0.18722082
15760	0.10539072
15780	0.058455719
15800	0.032947865
15820	0.019165827
15840	0.011557292
15860	0.0072176127
15880	0.0046487498
15900	0.0030866321
15920	0.0021096548
15940	0.0014777847
15960	0.001059336
15980	0.00077715123
16000	0.00058225063
16020	0.0004444056
16040	0.0003458367
16060	0.00027399707
16080	0.00022054894
16100	0.00018044454
16120	0.00014996953
16140	0.00012657978
16160	0.00010852865
16180	9.4245522e-05
16200	8.2970544e-05
16220	7.4066843e-05
16240	0
16260	0
16280	0
16300	0
16320	0
16340	0
16360	0
16380	0
16400	0
16420	0
16440	0
